"Points","200m","300m","400m","500m","4x200m","4x400m"
"524","25.80","40.95","57.48","1:15.54","1:43.01","3:56.48"
"523","25.81","40.96","57.51","1:15.57","1:43.05","3:56.58"
"522","25.82","40.98","57.53","1:15.60","1:43.09","3:56.68"
"521","25.83","41.00","57.55","1:15.63","1:43.13","3:56.77"
"520","25.84","41.01","57.57","1:15.66","1:43.17","3:56.87"
"519","25.85","41.03","57.59","1:15.69","1:43.21","3:56.97"
"518","25.86","41.05","57.62","1:15.72","1:43.25","3:57.07"
"517","25.87","41.06","57.64","1:15.75","1:43.29","3:57.17"
"516","25.88","41.08","57.66","1:15.77","1:43.33","3:57.27"
"515","25.89","41.09","57.68","1:15.80","1:43.37","3:57.37"
"514","25.90","41.11","57.70","1:15.83","1:43.41","3:57.47"
"513","25.91","41.13","57.73","1:15.86","1:43.45","3:57.57"
"512","25.92","41.14","57.75","1:15.89","1:43.49","3:57.67"
"511","25.93","41.16","57.77","1:15.92","1:43.53","3:57.77"
"510","25.94","41.18","57.79","1:15.95","1:43.56","3:57.87"
"509","25.95","41.19","57.82","1:15.98","1:43.60","3:57.97"
"508","25.96","41.21","57.84","1:16.01","1:43.64","3:58.07"
"507","25.97","41.23","57.86","1:16.04","1:43.68","3:58.17"
"506","25.98","41.24","57.88","1:16.07","1:43.72","3:58.27"
"505","25.99","41.26","57.91","1:16.10","1:43.76","3:58.37"
"504","26.00","41.28","57.93","1:16.13","1:43.80","3:58.47"
"503","-","41.29","57.95","1:16.16","1:43.84","3:58.57"
"502","26.01","41.31","57.97","1:16.19","1:43.88","3:58.67"
"501","26.02","41.33","58.00","1:16.22","1:43.92","3:58.78"
"500","26.03","41.34","58.02","1:16.25","1:43.96","3:58.88"
"499","26.04","41.36","58.04","1:16.28","1:44.00","3:58.98"
"498","26.05","41.38","58.06","1:16.31","1:44.04","3:59.08"
"497","26.06","41.39","58.09","1:16.34","1:44.08","3:59.18"
"496","26.07","41.41","58.11","1:16.37","1:44.12","3:59.28"
"495","26.08","41.43","58.13","1:16.40","1:44.16","3:59.38"
"494","26.09","41.44","58.15","1:16.43","1:44.20","3:59.49"
"493","26.10","41.46","58.18","1:16.46","1:44.24","3:59.59"
"492","26.11","41.48","58.20","1:16.49","1:44.28","3:59.69"
"491","26.12","41.49","58.22","1:16.52","1:44.32","3:59.79"
"490","26.13","41.51","58.25","1:16.55","1:44.37","3:59.89"
"489","26.14","41.53","58.27","1:16.58","1:44.41","4:00.00"
"488","26.16","41.54","58.29","1:16.61","1:44.45","4:00.10"
"487","26.17","41.56","58.31","1:16.64","1:44.49","4:00.20"
"486","26.18","41.58","58.34","1:16.67","1:44.53","4:00.30"
"485","26.19","41.59","58.36","1:16.70","1:44.57","4:00.40"
"484","26.20","41.61","58.38","1:16.73","1:44.61","4:00.51"
"483","26.21","41.63","58.41","1:16.76","1:44.65","4:00.61"
"482","26.22","41.64","58.43","1:16.79","1:44.69","4:00.71"
"481","26.23","41.66","58.45","1:16.82","1:44.73","4:00.82"
"480","26.24","41.68","58.47","1:16.85","1:44.77","4:00.92"
"479","26.25","41.70","58.50","1:16.88","1:44.81","4:01.02"
"478","26.26","41.71","58.52","1:16.91","1:44.85","4:01.13"
"477","26.27","41.73","58.54","1:16.94","1:44.89","4:01.23"
"476","26.28","41.75","58.57","1:16.97","1:44.94","4:01.33"
"475","26.29","41.76","58.59","1:17.00","1:44.98","4:01.44"
"474","26.30","41.78","58.61","1:17.03","1:45.02","4:01.54"
"473","26.31","41.80","58.64","1:17.06","1:45.06","4:01.64"
"472","26.32","41.82","58.66","1:17.09","1:45.10","4:01.75"
"471","26.33","41.83","58.68","1:17.12","1:45.14","4:01.85"
"470","26.34","41.85","58.71","1:17.15","1:45.18","4:01.96"
"469","26.35","41.87","58.73","1:17.18","1:45.22","4:02.06"
"468","26.36","41.88","58.75","1:17.21","1:45.27","4:02.17"
"467","26.37","41.90","58.78","1:17.25","1:45.31","4:02.27"
"466","26.38","41.92","58.80","1:17.28","1:45.35","4:02.38"
"465","26.39","41.94","58.82","1:17.31","1:45.39","4:02.48"
"464","26.40","41.95","58.85","1:17.34","1:45.43","4:02.58"
"463","26.41","41.97","58.87","1:17.37","1:45.47","4:02.69"
"462","26.42","41.99","58.89","1:17.40","1:45.51","4:02.79"
"461","26.43","42.00","58.92","1:17.43","1:45.56","4:02.90"
"460","26.44","42.02","58.94","1:17.46","1:45.60","4:03.01"
"459","26.45","42.04","58.96","1:17.49","1:45.64","4:03.11"
"458","26.46","42.06","58.99","1:17.52","1:45.68","4:03.22"
"457","26.47","42.07","59.01","1:17.55","1:45.72","4:03.32"
"456","26.48","42.09","59.04","1:17.59","1:45.76","4:03.43"
"455","26.49","42.11","59.06","1:17.62","1:45.81","4:03.53"
"454","26.50","42.13","59.08","1:17.65","1:45.85","4:03.64"
"453","26.51","42.14","59.11","1:17.68","1:45.89","4:03.75"
"452","26.52","42.16","59.13","1:17.71","1:45.93","4:03.85"
"451","26.54","42.18","59.15","1:17.74","1:45.98","4:03.96"
"450","26.55","42.20","59.18","1:17.77","1:46.02","4:04.07"
"449","26.56","42.21","59.20","1:17.80","1:46.06","4:04.17"
"448","26.57","42.23","59.23","1:17.84","1:46.10","4:04.28"
"447","26.58","42.25","59.25","1:17.87","1:46.14","4:04.39"
"446","26.59","42.27","59.27","1:17.90","1:46.19","4:04.49"
"445","26.60","42.28","59.30","1:17.93","1:46.23","4:04.60"
"444","26.61","42.30","59.32","1:17.96","1:46.27","4:04.71"
"443","26.62","42.32","59.34","1:17.99","1:46.31","4:04.81"
"442","26.63","42.34","59.37","1:18.03","1:46.36","4:04.92"
"441","26.64","42.36","59.39","1:18.06","1:46.40","4:05.03"
"440","26.65","42.37","59.42","1:18.09","1:46.44","4:05.14"
"439","26.66","42.39","59.44","1:18.12","1:46.48","4:05.25"
"438","26.67","42.41","59.46","1:18.15","1:46.53","4:05.35"
"437","26.68","42.43","59.49","1:18.18","1:46.57","4:05.46"
"436","26.69","42.44","59.51","1:18.22","1:46.61","4:05.57"
"435","26.70","42.46","59.54","1:18.25","1:46.66","4:05.68"
"434","26.72","42.48","59.56","1:18.28","1:46.70","4:05.79"
"433","26.73","42.50","59.59","1:18.31","1:46.74","4:05.90"
"432","26.74","42.52","59.61","1:18.34","1:46.78","4:06.00"
"431","26.75","42.53","59.63","1:18.38","1:46.83","4:06.11"
"430","26.76","42.55","59.66","1:18.41","1:46.87","4:06.22"
"429","26.77","42.57","59.68","1:18.44","1:46.91","4:06.33"
"428","26.78","42.59","59.71","1:18.47","1:46.96","4:06.44"
"427","26.79","42.61","59.73","1:18.50","1:47.00","4:06.55"
"426","26.80","42.62","59.76","1:18.54","1:47.04","4:06.66"
"425","26.81","42.64","59.78","1:18.57","1:47.09","4:06.77"
"424","26.82","42.66","59.81","1:18.60","1:47.13","4:06.88"
"423","26.83","42.68","59.83","1:18.63","1:47.17","4:06.99"
"422","26.84","42.70","59.85","1:18.67","1:47.22","4:07.10"
"421","26.86","42.71","59.88","1:18.70","1:47.26","4:07.21"
"420","26.87","42.73","59.90","1:18.73","1:47.31","4:07.32"
"419","26.88","42.75","59.93","1:18.76","1:47.35","4:07.43"
"418","26.89","42.77","59.95","1:18.80","1:47.39","4:07.54"
"417","26.90","42.79","59.98","1:18.83","1:47.44","4:07.65"
"416","26.91","42.81","1:00.00","1:18.86","1:47.48","4:07.76"
"415","26.92","42.82","1:00.03","1:18.89","1:47.52","4:07.87"
"414","26.93","42.84","1:00.05","1:18.93","1:47.57","4:07.98"
"413","26.94","42.86","1:00.08","1:18.96","1:47.61","4:08.09"
"412","26.95","42.88","1:00.10","1:18.99","1:47.66","4:08.21"
"411","26.96","42.90","1:00.13","1:19.02","1:47.70","4:08.32"
"410","26.98","42.92","1:00.15","1:19.06","1:47.74","4:08.43"
"409","26.99","42.93","1:00.18","1:19.09","1:47.79","4:08.54"
"408","27.00","42.95","1:00.20","1:19.12","1:47.83","4:08.65"
"407","27.01","42.97","1:00.23","1:19.16","1:47.88","4:08.76"
"406","27.02","42.99","1:00.25","1:19.19","1:47.92","4:08.88"
"405","27.03","43.01","1:00.28","1:19.22","1:47.97","4:08.99"
"404","27.04","43.03","1:00.30","1:19.25","1:48.01","4:09.10"
"403","27.05","43.04","1:00.33","1:19.29","1:48.06","4:09.21"
"402","27.06","43.06","1:00.35","1:19.32","1:48.10","4:09.33"
"401","27.08","43.08","1:00.38","1:19.35","1:48.14","4:09.44"
"400","27.09","43.10","1:00.40","1:19.39","1:48.19","4:09.55"
"399","27.10","43.12","1:00.43","1:19.42","1:48.23","4:09.66"
"398","27.11","43.14","1:00.45","1:19.45","1:48.28","4:09.78"
"397","27.12","43.16","1:00.48","1:19.49","1:48.32","4:09.89"
"396","27.13","43.17","1:00.50","1:19.52","1:48.37","4:10.01"
"395","27.14","43.19","1:00.53","1:19.55","1:48.41","4:10.12"
"394","27.15","43.21","1:00.55","1:19.59","1:48.46","4:10.23"
"393","27.16","43.23","1:00.58","1:19.62","1:48.50","4:10.35"
"392","27.18","43.25","1:00.61","1:19.65","1:48.55","4:10.46"
"391","27.19","43.27","1:00.63","1:19.69","1:48.59","4:10.58"
"390","27.20","43.29","1:00.66","1:19.72","1:48.64","4:10.69"
"389","27.21","43.31","1:00.68","1:19.76","1:48.69","4:10.80"
"388","27.22","43.33","1:00.71","1:19.79","1:48.73","4:10.92"
"387","27.23","43.34","1:00.73","1:19.82","1:48.78","4:11.03"
"386","27.24","43.36","1:00.76","1:19.86","1:48.82","4:11.15"
"385","27.25","43.38","1:00.78","1:19.89","1:48.87","4:11.26"
"384","27.27","43.40","1:00.81","1:19.92","1:48.91","4:11.38"
"383","27.28","43.42","1:00.84","1:19.96","1:48.96","4:11.49"
"382","27.29","43.44","1:00.86","1:19.99","1:49.00","4:11.61"
"381","27.30","43.46","1:00.89","1:20.03","1:49.05","4:11.73"
"380","27.31","43.48","1:00.91","1:20.06","1:49.10","4:11.84"
"379","27.32","43.50","1:00.94","1:20.10","1:49.14","4:11.96"
"378","27.33","43.52","1:00.97","1:20.13","1:49.19","4:12.07"
"377","27.35","43.53","1:00.99","1:20.16","1:49.23","4:12.19"
"376","27.36","43.55","1:01.02","1:20.20","1:49.28","4:12.31"
"375","27.37","43.57","1:01.04","1:20.23","1:49.33","4:12.42"
"374","27.38","43.59","1:01.07","1:20.27","1:49.37","4:12.54"
"373","27.39","43.61","1:01.10","1:20.30","1:49.42","4:12.66"
"372","27.40","43.63","1:01.12","1:20.34","1:49.47","4:12.77"
"371","27.42","43.65","1:01.15","1:20.37","1:49.51","4:12.89"
"370","27.43","43.67","1:01.17","1:20.40","1:49.56","4:13.01"
"369","27.44","43.69","1:01.20","1:20.44","1:49.60","4:13.13"
"368","27.45","43.71","1:01.23","1:20.47","1:49.65","4:13.25"
"367","27.46","43.73","1:01.25","1:20.51","1:49.70","4:13.36"
"366","27.47","43.75","1:01.28","1:20.54","1:49.74","4:13.48"
"365","27.48","43.77","1:01.31","1:20.58","1:49.79","4:13.60"
"364","27.50","43.79","1:01.33","1:20.61","1:49.84","4:13.72"
"363","27.51","43.81","1:01.36","1:20.65","1:49.89","4:13.84"
"362","27.52","43.83","1:01.39","1:20.68","1:49.93","4:13.96"
"361","27.53","43.85","1:01.41","1:20.72","1:49.98","4:14.07"
"360","27.54","43.86","1:01.44","1:20.75","1:50.03","4:14.19"
"359","27.56","43.88","1:01.47","1:20.79","1:50.07","4:14.31"
"358","27.57","43.90","1:01.49","1:20.82","1:50.12","4:14.43"
"357","27.58","43.92","1:01.52","1:20.86","1:50.17","4:14.55"
"356","27.59","43.94","1:01.55","1:20.89","1:50.22","4:14.67"
"355","27.60","43.96","1:01.57","1:20.93","1:50.26","4:14.79"
"354","27.61","43.98","1:01.60","1:20.96","1:50.31","4:14.91"
"353","27.63","44.00","1:01.63","1:21.00","1:50.36","4:15.03"
"352","27.64","44.02","1:01.65","1:21.03","1:50.41","4:15.15"
"351","27.65","44.04","1:01.68","1:21.07","1:50.45","4:15.27"
"350","27.66","44.06","1:01.71","1:21.11","1:50.50","4:15.39"
"349","27.67","44.08","1:01.73","1:21.14","1:50.55","4:15.51"
"348","27.69","44.10","1:01.76","1:21.18","1:50.60","4:15.64"
"347","27.70","44.12","1:01.79","1:21.21","1:50.65","4:15.76"
"346","27.71","44.14","1:01.81","1:21.25","1:50.69","4:15.88"
"345","27.72","44.16","1:01.84","1:21.28","1:50.74","4:16.00"
"344","27.73","44.18","1:01.87","1:21.32","1:50.79","4:16.12"
"343","27.75","44.20","1:01.90","1:21.36","1:50.84","4:16.24"
"342","27.76","44.22","1:01.92","1:21.39","1:50.89","4:16.37"
"341","27.77","44.24","1:01.95","1:21.43","1:50.94","4:16.49"
"340","27.78","44.26","1:01.98","1:21.46","1:50.98","4:16.61"
"339","27.79","44.28","1:02.01","1:21.50","1:51.03","4:16.73"
"338","27.81","44.30","1:02.03","1:21.54","1:51.08","4:16.86"
"337","27.82","44.32","1:02.06","1:21.57","1:51.13","4:16.98"
"336","27.83","44.34","1:02.09","1:21.61","1:51.18","4:17.10"
"335","27.84","44.36","1:02.12","1:21.65","1:51.23","4:17.23"
"334","27.85","44.38","1:02.14","1:21.68","1:51.28","4:17.35"
"333","27.87","44.40","1:02.17","1:21.72","1:51.33","4:17.47"
"332","27.88","44.43","1:02.20","1:21.75","1:51.37","4:17.60"
"331","27.89","44.45","1:02.23","1:21.79","1:51.42","4:17.72"
"330","27.90","44.47","1:02.25","1:21.83","1:51.47","4:17.85"
"329","27.92","44.49","1:02.28","1:21.86","1:51.52","4:17.97"
"328","27.93","44.51","1:02.31","1:21.90","1:51.57","4:18.10"
"327","27.94","44.53","1:02.34","1:21.94","1:51.62","4:18.22"
"326","27.95","44.55","1:02.37","1:21.97","1:51.67","4:18.35"
"325","27.96","44.57","1:02.39","1:22.01","1:51.72","4:18.47"
"324","27.98","44.59","1:02.42","1:22.05","1:51.77","4:18.60"
"323","27.99","44.61","1:02.45","1:22.09","1:51.82","4:18.72"
"322","28.00","44.63","1:02.48","1:22.12","1:51.87","4:18.85"
"321","28.01","44.65","1:02.51","1:22.16","1:51.92","4:18.97"
"320","28.03","44.67","1:02.53","1:22.20","1:51.97","4:19.10"
"319","28.04","44.69","1:02.56","1:22.23","1:52.02","4:19.23"
"318","28.05","44.71","1:02.59","1:22.27","1:52.07","4:19.35"
"317","28.06","44.74","1:02.62","1:22.31","1:52.12","4:19.48"
"316","28.08","44.76","1:02.65","1:22.35","1:52.17","4:19.61"
"315","28.09","44.78","1:02.68","1:22.38","1:52.22","4:19.73"
"314","28.10","44.80","1:02.70","1:22.42","1:52.27","4:19.86"
"313","28.11","44.82","1:02.73","1:22.46","1:52.32","4:19.99"
"312","28.13","44.84","1:02.76","1:22.50","1:52.37","4:20.12"
"311","28.14","44.86","1:02.79","1:22.53","1:52.42","4:20.25"
"310","28.15","44.88","1:02.82","1:22.57","1:52.47","4:20.37"
"309","28.16","44.90","1:02.85","1:22.61","1:52.52","4:20.50"
"308","28.18","44.92","1:02.88","1:22.65","1:52.58","4:20.63"
"307","28.19","44.95","1:02.90","1:22.68","1:52.63","4:20.76"
"306","28.20","44.97","1:02.93","1:22.72","1:52.68","4:20.89"
"305","28.22","44.99","1:02.96","1:22.76","1:52.73","4:21.02"
"304","28.23","45.01","1:02.99","1:22.80","1:52.78","4:21.15"
"303","28.24","45.03","1:03.02","1:22.84","1:52.83","4:21.28"
"302","28.25","45.05","1:03.05","1:22.88","1:52.88","4:21.41"
"301","28.27","45.07","1:03.08","1:22.91","1:52.93","4:21.54"
"300","28.28","45.10","1:03.11","1:22.95","1:52.99","4:21.67"
"299","28.29","45.12","1:03.14","1:22.99","1:53.04","4:21.80"
"298","28.31","45.14","1:03.17","1:23.03","1:53.09","4:21.93"
"297","28.32","45.16","1:03.20","1:23.07","1:53.14","4:22.06"
"296","28.33","45.18","1:03.22","1:23.11","1:53.19","4:22.19"
"295","28.34","45.20","1:03.25","1:23.14","1:53.25","4:22.32"
"294","28.36","45.23","1:03.28","1:23.18","1:53.30","4:22.46"
"293","28.37","45.25","1:03.31","1:23.22","1:53.35","4:22.59"
"292","28.38","45.27","1:03.34","1:23.26","1:53.40","4:22.72"
"291","28.40","45.29","1:03.37","1:23.30","1:53.45","4:22.85"
"290","28.41","45.31","1:03.40","1:23.34","1:53.51","4:22.99"
"289","28.42","45.33","1:03.43","1:23.38","1:53.56","4:23.12"
"288","28.44","45.36","1:03.46","1:23.42","1:53.61","4:23.25"
"287","28.45","45.38","1:03.49","1:23.46","1:53.67","4:23.38"
"286","28.46","45.40","1:03.52","1:23.50","1:53.72","4:23.52"
"285","28.48","45.42","1:03.55","1:23.54","1:53.77","4:23.65"
"284","28.49","45.44","1:03.58","1:23.58","1:53.82","4:23.79"
"283","28.50","45.47","1:03.61","1:23.61","1:53.88","4:23.92"
"282","28.51","45.49","1:03.64","1:23.65","1:53.93","4:24.06"
"281","28.53","45.51","1:03.67","1:23.69","1:53.98","4:24.19"
"280","28.54","45.53","1:03.70","1:23.73","1:54.04","4:24.32"
"279","28.55","45.56","1:03.73","1:23.77","1:54.09","4:24.46"
"278","28.57","45.58","1:03.76","1:23.81","1:54.14","4:24.60"
"277","28.58","45.60","1:03.79","1:23.85","1:54.20","4:24.73"
"276","28.59","45.62","1:03.82","1:23.89","1:54.25","4:24.87"
"275","28.61","45.64","1:03.85","1:23.93","1:54.31","4:25.00"
"274","28.62","45.67","1:03.88","1:23.97","1:54.36","4:25.14"
"273","28.64","45.69","1:03.91","1:24.01","1:54.41","4:25.28"
"272","28.65","45.71","1:03.94","1:24.05","1:54.47","4:25.41"
"271","28.66","45.74","1:03.97","1:24.09","1:54.52","4:25.55"
"270","28.68","45.76","1:04.00","1:24.13","1:54.58","4:25.69"
"269","28.69","45.78","1:04.04","1:24.18","1:54.63","4:25.83"
"268","28.70","45.80","1:04.07","1:24.22","1:54.69","4:25.96"
"267","28.72","45.83","1:04.10","1:24.26","1:54.74","4:26.10"
"266","28.73","45.85","1:04.13","1:24.30","1:54.80","4:26.24"
"265","28.74","45.87","1:04.16","1:24.34","1:54.85","4:26.38"
"264","28.76","45.89","1:04.19","1:24.38","1:54.91","4:26.52"
"263","28.77","45.92","1:04.22","1:24.42","1:54.96","4:26.66"
"262","28.78","45.94","1:04.25","1:24.46","1:55.02","4:26.80"
"261","28.80","45.96","1:04.28","1:24.50","1:55.07","4:26.94"
"260","28.81","45.99","1:04.32","1:24.54","1:55.13","4:27.08"
"259","28.83","46.01","1:04.35","1:24.58","1:55.18","4:27.22"
"258","28.84","46.03","1:04.38","1:24.63","1:55.24","4:27.36"
"257","28.85","46.06","1:04.41","1:24.67","1:55.29","4:27.50"
"256","28.87","46.08","1:04.44","1:24.71","1:55.35","4:27.64"
"255","28.88","46.10","1:04.47","1:24.75","1:55.41","4:27.78"
"254","28.90","46.13","1:04.50","1:24.79","1:55.46","4:27.92"
"253","28.91","46.15","1:04.54","1:24.83","1:55.52","4:28.07"
"252","28.92","46.17","1:04.57","1:24.88","1:55.58","4:28.21"
"251","28.94","46.20","1:04.60","1:24.92","1:55.63","4:28.35"
"250","28.95","46.22","1:04.63","1:24.96","1:55.69","4:28.49"
"249","28.97","46.24","1:04.66","1:25.00","1:55.74","4:28.64"
"248","28.98","46.27","1:04.70","1:25.04","1:55.80","4:28.78"
"247","28.99","46.29","1:04.73","1:25.09","1:55.86","4:28.92"
"246","29.01","46.31","1:04.76","1:25.13","1:55.92","4:29.07"
"245","29.02","46.34","1:04.79","1:25.17","1:55.97","4:29.21"
"244","29.04","46.36","1:04.82","1:25.21","1:56.03","4:29.36"
"243","29.05","46.39","1:04.86","1:25.26","1:56.09","4:29.50"
"242","29.07","46.41","1:04.89","1:25.30","1:56.14","4:29.65"
"241","29.08","46.43","1:04.92","1:25.34","1:56.20","4:29.79"
"240","29.09","46.46","1:04.95","1:25.38","1:56.26","4:29.94"
"239","29.11","46.48","1:04.99","1:25.43","1:56.32","4:30.08"
"238","29.12","46.51","1:05.02","1:25.47","1:56.38","4:30.23"
"237","29.14","46.53","1:05.05","1:25.51","1:56.43","4:30.38"
"236","29.15","46.55","1:05.08","1:25.56","1:56.49","4:30.52"
"235","29.17","46.58","1:05.12","1:25.60","1:56.55","4:30.67"
"234","29.18","46.60","1:05.15","1:25.64","1:56.61","4:30.82"
"233","29.20","46.63","1:05.18","1:25.69","1:56.67","4:30.97"
"232","29.21","46.65","1:05.22","1:25.73","1:56.73","4:31.12"
"231","29.22","46.68","1:05.25","1:25.77","1:56.78","4:31.26"
"230","29.24","46.70","1:05.28","1:25.82","1:56.84","4:31.41"
"229","29.25","46.73","1:05.32","1:25.86","1:56.90","4:31.56"
"228","29.27","46.75","1:05.35","1:25.91","1:56.96","4:31.71"
"227","29.28","46.77","1:05.38","1:25.95","1:57.02","4:31.86"
"226","29.30","46.80","1:05.42","-","1:57.08","4:32.01"
"225","29.31","46.82","1:05.45","1:26.04","1:57.14","4:32.16"
"224","29.33","46.85","1:05.48","1:26.08","1:57.20","4:32.31"
"223","29.34","46.87","1:05.52","1:26.13","1:57.26","4:32.46"
"222","29.36","46.90","1:05.55","1:26.17","1:57.32","4:32.62"
"221","29.37","46.92","1:05.59","1:26.22","1:57.38","4:32.77"
"220","29.39","46.95","1:05.62","1:26.26","1:57.44","4:32.92"
"219","29.40","46.97","1:05.65","1:26.31","1:57.50","4:33.07"
"218","29.42","47.00","1:05.69","1:26.35","1:57.56","4:33.23"
"217","29.43","47.02","1:05.72","1:26.40","1:57.62","4:33.38"
"216","29.45","47.05","1:05.76","1:26.44","1:57.68","4:33.53"
"215","29.46","47.08","1:05.79","1:26.49","1:57.74","4:33.69"
"214","29.48","47.10","1:05.83","1:26.53","1:57.81","4:33.84"
"213","29.49","47.13","1:05.86","1:26.58","1:57.87","4:34.00"
"212","29.51","47.15","1:05.89","1:26.62","1:57.93","4:34.15"
"211","29.52","47.18","1:05.93","1:26.67","1:57.99","4:34.31"
"210","29.54","47.20","1:05.96","1:26.72","1:58.05","4:34.46"
"209","29.56","47.23","1:06.00","1:26.76","1:58.11","4:34.62"
"208","29.57","47.25","1:06.03","1:26.81","1:58.18","4:34.78"
"207","29.59","47.28","1:06.07","1:26.85","1:58.24","4:34.93"
"206","29.60","47.31","1:06.10","1:26.90","1:58.30","4:35.09"
"205","29.62","47.33","1:06.14","1:26.95","1:58.36","4:35.25"
"204","29.63","47.36","1:06.17","1:26.99","1:58.42","4:35.41"
"203","29.65","47.38","1:06.21","1:27.04","1:58.49","4:35.56"
"202","29.66","47.41","1:06.25","1:27.09","1:58.55","4:35.72"
"201","29.68","47.44","1:06.28","1:27.13","1:58.61","4:35.88"
"200","29.70","47.46","1:06.32","1:27.18","1:58.68","4:36.04"
"199","29.71","47.49","1:06.35","1:27.23","1:58.74","4:36.20"
"198","29.73","47.52","1:06.39","1:27.27","1:58.80","4:36.36"
"197","29.74","47.54","1:06.42","1:27.32","1:58.87","4:36.52"
"196","29.76","47.57","1:06.46","1:27.37","1:58.93","4:36.68"
"195","29.77","47.60","1:06.50","1:27.42","1:59.00","4:36.85"
"194","29.79","47.62","1:06.53","1:27.46","1:59.06","4:37.01"
"193","29.81","47.65","1:06.57","1:27.51","1:59.12","4:37.17"
"192","29.82","47.68","1:06.61","1:27.56","1:59.19","4:37.33"
"191","29.84","47.70","1:06.64","1:27.61","1:59.25","4:37.50"
"190","29.86","47.73","1:06.68","1:27.66","1:59.32","4:37.66"
"189","29.87","47.76","1:06.71","1:27.71","1:59.38","4:37.83"
"188","29.89","47.78","1:06.75","1:27.75","1:59.45","4:37.99"
"187","29.90","47.81","1:06.79","1:27.80","1:59.51","4:38.16"
"186","29.92","47.84","1:06.83","1:27.85","1:59.58","4:38.32"
"185","29.94","47.87","1:06.86","1:27.90","1:59.64","4:38.49"
"184","29.95","47.89","1:06.90","1:27.95","1:59.71","4:38.65"
"183","29.97","47.92","1:06.94","1:28.00","1:59.78","4:38.82"
"182","29.99","47.95","1:06.97","1:28.05","1:59.84","4:38.99"
"181","30.00","47.98","1:07.01","1:28.10","1:59.91","4:39.16"
"180","30.02","48.00","1:07.05","1:28.15","1:59.98","4:39.32"
"179","30.04","48.03","1:07.09","1:28.20","2:00.04","4:39.49"
"178","30.05","48.06","1:07.12","1:28.25","2:00.11","4:39.66"
"177","30.07","48.09","1:07.16","1:28.30","2:00.18","4:39.83"
"176","30.09","48.11","1:07.20","1:28.35","2:00.24","4:40.00"
"175","30.10","48.14","1:07.24","1:28.40","2:00.31","4:40.17"
"174","30.12","48.17","1:07.28","1:28.45","2:00.38","4:40.34"
"173","30.14","48.20","1:07.32","1:28.50","2:00.45","4:40.52"
"172","30.15","48.23","1:07.35","1:28.55","2:00.52","4:40.69"
"171","30.17","48.26","1:07.39","1:28.60","2:00.58","4:40.86"
"170","30.19","48.28","1:07.43","1:28.65","2:00.65","4:41.03"
"169","30.20","48.31","1:07.47","1:28.70","2:00.72","4:41.21"
"168","30.22","48.34","1:07.51","1:28.75","2:00.79","4:41.38"
"167","30.24","48.37","1:07.55","1:28.80","2:00.86","4:41.56"
"166","30.26","48.40","1:07.59","1:28.85","2:00.93","4:41.73"
"165","30.27","48.43","1:07.63","1:28.91","2:01.00","4:41.91"
"164","30.29","48.46","1:07.67","1:28.96","2:01.07","4:42.08"
"163","30.31","48.49","1:07.70","1:29.01","2:01.14","4:42.26"
"162","30.33","48.52","1:07.74","1:29.06","2:01.21","4:42.44"
"161","30.34","48.55","1:07.78","1:29.11","2:01.28","4:42.62"
"160","30.36","48.57","1:07.82","1:29.17","2:01.35","4:42.79"
"159","30.38","48.60","1:07.86","1:29.22","2:01.42","4:42.97"
"158","30.40","48.63","1:07.90","1:29.27","2:01.49","4:43.15"
"157","30.41","48.66","1:07.94","1:29.33","2:01.56","4:43.33"
"156","30.43","48.69","1:07.98","1:29.38","2:01.63","4:43.51"
"155","30.45","48.72","1:08.03","1:29.43","2:01.71","4:43.69"
"154","30.47","48.75","1:08.07","1:29.49","2:01.78","4:43.88"
"153","30.49","48.78","1:08.11","1:29.54","2:01.85","4:44.06"
"152","30.50","48.81","1:08.15","1:29.59","2:01.92","4:44.24"
"151","30.52","48.84","1:08.19","1:29.65","2:02.00","4:44.43"
"150","30.54","48.87","1:08.23","1:29.70","2:02.07","4:44.61"
"149","30.56","48.90","1:08.27","1:29.76","2:02.14","4:44.80"
"148","30.58","48.93","1:08.31","1:29.81","2:02.22","4:44.98"
"147","30.59","48.97","1:08.35","1:29.86","2:02.29","4:45.17"
"146","30.61","49.00","1:08.40","1:29.92","2:02.36","4:45.35"
"145","30.63","49.03","1:08.44","1:29.98","2:02.44","4:45.54"
"144","30.65","49.06","1:08.48","1:30.03","2:02.51","4:45.73"
"143","30.67","49.09","1:08.52","1:30.09","2:02.59","4:45.92"
"142","30.69","49.12","1:08.56","1:30.14","2:02.66","4:46.11"
"141","30.71","49.15","1:08.61","1:30.20","2:02.74","4:46.30"
"140","30.72","49.18","1:08.65","1:30.25","2:02.81","4:46.49"
"139","30.74","49.21","1:08.69","1:30.31","2:02.89","4:46.68"
"138","30.76","49.25","1:08.73","1:30.37","2:02.96","4:46.87"
"137","30.78","49.28","1:08.78","1:30.42","2:03.04","4:47.06"
"136","30.80","49.31","1:08.82","1:30.48","2:03.12","4:47.26"
"135","30.82","49.34","1:08.86","1:30.54","2:03.19","4:47.45"
"134","30.84","49.37","1:08.91","1:30.59","2:03.27","4:47.65"
"133","30.86","49.41","1:08.95","1:30.65","2:03.35","4:47.84"
"132","30.88","49.44","1:09.00","1:30.71","2:03.43","4:48.04"
"131","30.90","49.47","1:09.04","1:30.77","2:03.50","4:48.24"
