"Points","200m","300m","400m","500m","4x200m","4x400m"
"939","22.35","35.17","49.66","1:05.23","1:29.14","3:21.42"
"938","-","35.19","49.67","1:05.25","1:29.16","3:21.50"
"937","22.36","35.20","49.69","1:05.27","1:29.19","3:21.57"
"936","22.37","35.21","49.71","1:05.29","1:29.22","3:21.64"
"935","-","35.22","49.72","1:05.31","1:29.25","3:21.72"
"934","22.38","35.23","49.74","1:05.34","1:29.28","3:21.79"
"933","22.39","35.25","49.76","1:05.36","1:29.31","3:21.87"
"932","22.40","35.26","49.77","1:05.38","1:29.34","3:21.94"
"931","-","35.27","49.79","1:05.40","1:29.37","3:22.01"
"930","22.41","35.28","49.81","1:05.42","1:29.40","3:22.09"
"929","22.42","35.30","49.82","1:05.45","1:29.43","3:22.16"
"928","22.43","35.31","49.84","1:05.47","1:29.46","3:22.24"
"927","-","35.32","49.85","1:05.49","1:29.49","3:22.31"
"926","22.44","35.33","49.87","1:05.51","1:29.52","3:22.38"
"925","22.45","35.34","49.89","1:05.53","1:29.55","3:22.46"
"924","-","35.36","49.90","1:05.55","1:29.57","3:22.53"
"923","22.46","35.37","49.92","1:05.58","1:29.60","3:22.61"
"922","22.47","35.38","49.94","1:05.60","1:29.63","3:22.68"
"921","22.48","35.39","49.95","1:05.62","1:29.66","3:22.76"
"920","-","35.41","49.97","1:05.64","1:29.69","3:22.83"
"919","22.49","35.42","49.99","1:05.66","1:29.72","3:22.91"
"918","22.50","35.43","50.00","1:05.69","1:29.75","3:22.98"
"917","22.51","35.44","50.02","1:05.71","1:29.78","3:23.06"
"916","-","35.46","50.04","1:05.73","1:29.81","3:23.13"
"915","22.52","35.47","50.05","1:05.75","1:29.84","3:23.20"
"914","22.53","35.48","50.07","1:05.77","1:29.87","3:23.28"
"913","22.54","35.49","50.09","1:05.80","1:29.90","3:23.35"
"912","-","35.50","50.10","1:05.82","1:29.93","3:23.43"
"911","22.55","35.52","50.12","1:05.84","1:29.96","3:23.50"
"910","22.56","35.53","50.14","1:05.86","1:29.99","3:23.58"
"909","22.57","35.54","50.15","1:05.88","1:30.02","3:23.65"
"908","-","35.55","50.17","1:05.91","1:30.05","3:23.73"
"907","22.58","35.57","50.19","1:05.93","1:30.08","3:23.80"
"906","22.59","35.58","50.21","1:05.95","1:30.11","3:23.88"
"905","-","35.59","50.22","1:05.97","1:30.14","3:23.95"
"904","22.60","35.60","50.24","1:05.99","1:30.17","3:24.03"
"903","22.61","35.62","50.26","1:06.02","1:30.20","3:24.10"
"902","22.62","35.63","50.27","1:06.04","1:30.23","3:24.18"
"901","-","35.64","50.29","1:06.06","1:30.26","3:24.25"
"900","22.63","35.65","50.31","1:06.08","1:30.29","3:24.33"
"899","22.64","35.67","50.32","1:06.11","1:30.32","3:24.41"
"898","22.65","35.68","50.34","1:06.13","1:30.35","3:24.48"
"897","-","35.69","50.36","1:06.15","1:30.38","3:24.56"
"896","22.66","35.70","50.37","1:06.17","1:30.41","3:24.63"
"895","22.67","35.72","50.39","1:06.19","1:30.44","3:24.71"
"894","22.68","35.73","50.41","1:06.22","1:30.47","3:24.78"
"893","-","35.74","50.42","1:06.24","1:30.50","3:24.86"
"892","22.69","35.75","50.44","1:06.26","1:30.53","3:24.93"
"891","22.70","35.76","50.46","1:06.28","1:30.56","3:25.01"
"890","22.71","35.78","50.47","1:06.31","1:30.59","3:25.09"
"889","-","35.79","50.49","1:06.33","1:30.62","3:25.16"
"888","22.72","35.80","50.51","1:06.35","1:30.65","3:25.24"
"887","22.73","35.81","50.53","1:06.37","1:30.68","3:25.31"
"886","22.74","35.83","50.54","1:06.40","1:30.71","3:25.39"
"885","-","35.84","50.56","1:06.42","1:30.74","3:25.47"
"884","22.75","35.85","50.58","1:06.44","1:30.77","3:25.54"
"883","22.76","35.86","50.59","1:06.46","1:30.80","3:25.62"
"882","22.77","35.88","50.61","1:06.48","1:30.83","3:25.69"
"881","-","35.89","50.63","1:06.51","1:30.86","3:25.77"
"880","22.78","35.90","50.64","1:06.53","1:30.89","3:25.85"
"879","22.79","35.92","50.66","1:06.55","1:30.92","3:25.92"
"878","22.80","35.93","50.68","1:06.57","1:30.95","3:26.00"
"877","-","35.94","50.70","1:06.60","1:30.98","3:26.08"
"876","22.81","35.95","50.71","1:06.62","1:31.01","3:26.15"
"875","22.82","35.97","50.73","1:06.64","1:31.04","3:26.23"
"874","22.83","35.98","50.75","1:06.66","1:31.07","3:26.30"
"873","-","35.99","50.76","1:06.69","1:31.10","3:26.38"
"872","22.84","36.00","50.78","1:06.71","1:31.13","3:26.46"
"871","22.85","36.02","50.80","1:06.73","1:31.16","3:26.53"
"870","22.86","36.03","50.81","1:06.75","1:31.19","3:26.61"
"869","-","36.04","50.83","1:06.78","1:31.22","3:26.69"
"868","22.87","36.05","50.85","1:06.80","1:31.25","3:26.76"
"867","22.88","36.07","50.87","1:06.82","1:31.28","3:26.84"
"866","22.89","36.08","50.88","1:06.84","1:31.31","3:26.92"
"865","-","36.09","50.90","1:06.87","1:31.34","3:26.99"
"864","22.90","36.10","50.92","1:06.89","1:31.37","3:27.07"
"863","22.91","36.12","50.94","1:06.91","1:31.40","3:27.15"
"862","22.92","36.13","50.95","1:06.94","1:31.43","3:27.23"
"861","-","36.14","50.97","1:06.96","1:31.46","3:27.30"
"860","22.93","36.16","50.99","1:06.98","1:31.49","3:27.38"
"859","22.94","36.17","51.00","1:07.00","1:31.52","3:27.46"
"858","22.95","36.18","51.02","1:07.03","1:31.55","3:27.53"
"857","22.96","36.19","51.04","1:07.05","1:31.59","3:27.61"
"856","-","36.21","51.06","1:07.07","1:31.62","3:27.69"
"855","22.97","36.22","51.07","1:07.09","1:31.65","3:27.77"
"854","22.98","36.23","51.09","1:07.12","1:31.68","3:27.84"
"853","22.99","36.24","51.11","1:07.14","1:31.71","3:27.92"
"852","-","36.26","51.12","1:07.16","1:31.74","3:28.00"
"851","23.00","36.27","51.14","1:07.19","1:31.77","3:28.08"
"850","23.01","36.28","51.16","1:07.21","1:31.80","3:28.15"
"849","23.02","36.30","51.18","1:07.23","1:31.83","3:28.23"
"848","-","36.31","51.19","1:07.25","1:31.86","3:28.31"
"847","23.03","36.32","51.21","1:07.28","1:31.89","3:28.39"
"846","23.04","36.33","51.23","1:07.30","1:31.92","3:28.46"
"845","23.05","36.35","51.25","1:07.32","1:31.95","3:28.54"
"844","-","36.36","51.26","1:07.35","1:31.98","3:28.62"
"843","23.06","36.37","51.28","1:07.37","1:32.01","3:28.70"
"842","23.07","36.38","51.30","1:07.39","1:32.05","3:28.77"
"841","23.08","36.40","51.32","1:07.41","1:32.08","3:28.85"
"840","23.09","36.41","51.33","1:07.44","1:32.11","3:28.93"
"839","-","36.42","51.35","1:07.46","1:32.14","3:29.01"
"838","23.10","36.44","51.37","1:07.48","1:32.17","3:29.09"
"837","23.11","36.45","51.39","1:07.51","1:32.20","3:29.16"
"836","23.12","36.46","51.40","1:07.53","1:32.23","3:29.24"
"835","-","36.47","51.42","1:07.55","1:32.26","3:29.32"
"834","23.13","36.49","51.44","1:07.57","1:32.29","3:29.40"
"833","23.14","36.50","51.46","1:07.60","1:32.32","3:29.48"
"832","23.15","36.51","51.47","1:07.62","1:32.36","3:29.56"
"831","-","36.53","51.49","1:07.64","1:32.39","3:29.63"
"830","23.16","36.54","51.51","1:07.67","1:32.42","3:29.71"
"829","23.17","36.55","51.53","1:07.69","1:32.45","3:29.79"
"828","23.18","36.57","51.54","1:07.71","1:32.48","3:29.87"
"827","23.19","36.58","51.56","1:07.74","1:32.51","3:29.95"
"826","-","36.59","51.58","1:07.76","1:32.54","3:30.03"
"825","23.20","36.60","51.60","1:07.78","1:32.57","3:30.11"
"824","23.21","36.62","51.61","1:07.81","1:32.60","3:30.18"
"823","23.22","36.63","51.63","1:07.83","1:32.64","3:30.26"
"822","-","36.64","51.65","1:07.85","1:32.67","3:30.34"
"821","23.23","36.66","51.67","1:07.88","1:32.70","3:30.42"
"820","23.24","36.67","51.68","1:07.90","1:32.73","3:30.50"
"819","23.25","36.68","51.70","1:07.92","1:32.76","3:30.58"
"818","23.26","36.70","51.72","1:07.95","1:32.79","3:30.66"
"817","-","36.71","51.74","1:07.97","1:32.82","3:30.74"
"816","23.27","36.72","51.75","1:07.99","1:32.85","3:30.82"
"815","23.28","36.73","51.77","1:08.02","1:32.89","3:30.90"
"814","23.29","36.75","51.79","1:08.04","1:32.92","3:30.97"
"813","-","36.76","51.81","1:08.06","1:32.95","3:31.05"
"812","23.30","36.77","51.82","1:08.08","1:32.98","3:31.13"
"811","23.31","36.79","51.84","1:08.11","1:33.01","3:31.21"
"810","23.32","36.80","51.86","1:08.13","1:33.04","3:31.29"
"809","23.33","36.81","51.88","1:08.16","1:33.07","3:31.37"
"808","-","36.83","51.90","1:08.18","1:33.11","3:31.45"
"807","23.34","36.84","51.91","1:08.20","1:33.14","3:31.53"
"806","23.35","36.85","51.93","1:08.23","1:33.17","3:31.61"
"805","23.36","36.86","51.95","1:08.25","1:33.20","3:31.69"
"804","-","36.88","51.97","1:08.27","1:33.23","3:31.77"
"803","23.37","36.89","51.98","1:08.30","1:33.26","3:31.85"
"802","23.38","36.90","52.00","1:08.32","1:33.29","3:31.93"
"801","23.39","36.92","52.02","1:08.34","1:33.33","3:32.01"
"800","23.40","36.93","52.04","1:08.37","1:33.36","3:32.09"
"799","-","36.94","52.06","1:08.39","1:33.39","3:32.17"
"798","23.41","36.96","52.07","1:08.41","1:33.42","3:32.25"
"797","23.42","36.97","52.09","1:08.44","1:33.45","3:32.33"
"796","23.43","36.98","52.11","1:08.46","1:33.48","3:32.41"
"795","23.44","37.00","52.13","1:08.48","1:33.52","3:32.49"
"794","-","37.01","52.15","1:08.51","1:33.55","3:32.57"
"793","23.45","37.02","52.16","1:08.53","1:33.58","3:32.65"
"792","23.46","37.04","52.18","1:08.55","1:33.61","3:32.73"
"791","23.47","37.05","52.20","1:08.58","1:33.64","3:32.81"
"790","23.48","37.06","52.22","1:08.60","1:33.68","3:32.89"
"789","-","37.08","52.24","1:08.63","1:33.71","3:32.97"
"788","23.49","37.09","52.25","1:08.65","1:33.74","3:33.05"
"787","23.50","37.10","52.27","1:08.67","1:33.77","3:33.13"
"786","23.51","37.12","52.29","1:08.70","1:33.80","3:33.21"
"785","-","37.13","52.31","1:08.72","1:33.83","3:33.29"
"784","23.52","37.14","52.33","1:08.74","1:33.87","3:33.37"
"783","23.53","37.16","52.34","1:08.77","1:33.90","3:33.46"
"782","23.54","37.17","52.36","1:08.79","1:33.93","3:33.54"
"781","23.55","37.18","52.38","1:08.82","1:33.96","3:33.62"
"780","-","37.20","52.40","1:08.84","1:34.00","3:33.70"
"779","23.56","37.21","52.42","1:08.86","1:34.03","3:33.78"
"778","23.57","37.22","52.43","1:08.89","1:34.06","3:33.86"
"777","23.58","37.24","52.45","1:08.91","1:34.09","3:33.94"
"776","23.59","37.25","52.47","1:08.93","1:34.12","3:34.02"
"775","-","37.26","52.49","1:08.96","1:34.16","3:34.10"
"774","23.60","37.28","52.51","1:08.98","1:34.19","3:34.18"
"773","23.61","37.29","52.52","1:09.01","1:34.22","3:34.27"
"772","23.62","37.30","52.54","1:09.03","1:34.25","3:34.35"
"771","23.63","37.32","52.56","1:09.05","1:34.28","3:34.43"
"770","-","37.33","52.58","1:09.08","1:34.32","3:34.51"
"769","23.64","37.34","52.60","1:09.10","1:34.35","3:34.59"
"768","23.65","37.36","52.62","1:09.13","1:34.38","3:34.67"
"767","23.66","37.37","52.63","1:09.15","1:34.41","3:34.75"
"766","23.67","37.38","52.65","1:09.17","1:34.45","3:34.84"
"765","-","37.40","52.67","1:09.20","1:34.48","3:34.92"
"764","23.68","37.41","52.69","1:09.22","1:34.51","3:35.00"
"763","23.69","37.42","52.71","1:09.25","1:34.54","3:35.08"
"762","23.70","37.44","52.72","1:09.27","1:34.58","3:35.16"
"761","23.71","37.45","52.74","1:09.29","1:34.61","3:35.25"
"760","23.72","37.46","52.76","1:09.32","1:34.64","3:35.33"
"759","-","37.48","52.78","1:09.34","1:34.67","3:35.41"
"758","23.73","37.49","52.80","1:09.37","1:34.71","3:35.49"
"757","23.74","37.50","52.82","1:09.39","1:34.74","3:35.57"
"756","23.75","37.52","52.83","1:09.42","1:34.77","3:35.66"
"755","23.76","37.53","52.85","1:09.44","1:34.80","3:35.74"
"754","-","37.55","52.87","1:09.46","1:34.84","3:35.82"
"753","23.77","37.56","52.89","1:09.49","1:34.87","3:35.90"
"752","23.78","37.57","52.91","1:09.51","1:34.90","3:35.99"
"751","23.79","37.59","52.93","1:09.54","1:34.93","3:36.07"
"750","23.80","37.60","52.94","1:09.56","1:34.97","3:36.15"
"749","-","37.61","52.96","1:09.59","1:35.00","3:36.23"
"748","23.81","37.63","52.98","1:09.61","1:35.03","3:36.32"
"747","23.82","37.64","53.00","1:09.63","1:35.06","3:36.40"
"746","23.83","37.65","53.02","1:09.66","1:35.10","3:36.48"
"745","23.84","37.67","53.04","1:09.68","1:35.13","3:36.56"
"744","23.85","37.68","53.06","1:09.71","1:35.16","3:36.65"
"743","-","37.69","53.07","1:09.73","1:35.20","3:36.73"
"742","23.86","37.71","53.09","1:09.76","1:35.23","3:36.81"
"741","23.87","37.72","53.11","1:09.78","1:35.26","3:36.90"
"740","23.88","37.74","53.13","1:09.80","1:35.29","3:36.98"
"739","23.89","37.75","53.15","1:09.83","1:35.33","3:37.06"
"738","-","37.76","53.17","1:09.85","1:35.36","3:37.15"
"737","23.90","37.78","53.19","1:09.88","1:35.39","3:37.23"
"736","23.91","37.79","53.20","1:09.90","1:35.43","3:37.31"
"735","23.92","37.80","53.22","1:09.93","1:35.46","3:37.40"
"734","23.93","37.82","53.24","1:09.95","1:35.49","3:37.48"
"733","23.94","37.83","53.26","1:09.98","1:35.52","3:37.56"
"732","-","37.85","53.28","1:10.00","1:35.56","3:37.65"
"731","23.95","37.86","53.30","1:10.03","1:35.59","3:37.73"
"730","23.96","37.87","53.32","1:10.05","1:35.62","3:37.81"
"729","23.97","37.89","53.33","1:10.07","1:35.66","3:37.90"
"728","23.98","37.90","53.35","1:10.10","1:35.69","3:37.98"
"727","-","37.91","53.37","1:10.12","1:35.72","3:38.06"
"726","23.99","37.93","53.39","1:10.15","1:35.76","3:38.15"
"725","24.00","37.94","53.41","1:10.17","1:35.79","3:38.23"
"724","24.01","37.96","53.43","1:10.20","1:35.82","3:38.32"
"723","24.02","37.97","53.45","1:10.22","1:35.86","3:38.40"
"722","24.03","37.98","53.47","1:10.25","1:35.89","3:38.48"
"721","-","38.00","53.48","1:10.27","1:35.92","3:38.57"
"720","24.04","38.01","53.50","1:10.30","1:35.96","3:38.65"
"719","24.05","38.03","53.52","1:10.32","1:35.99","3:38.74"
"718","24.06","38.04","53.54","1:10.35","1:36.02","3:38.82"
"717","24.07","38.05","53.56","1:10.37","1:36.06","3:38.91"
"716","24.08","38.07","53.58","1:10.40","1:36.09","3:38.99"
"715","-","38.08","53.60","1:10.42","1:36.12","3:39.07"
"714","24.09","38.10","53.62","1:10.45","1:36.16","3:39.16"
"713","24.10","38.11","53.64","1:10.47","1:36.19","3:39.24"
"712","24.11","38.12","53.65","1:10.50","1:36.22","3:39.33"
"711","24.12","38.14","53.67","1:10.52","1:36.26","3:39.41"
"710","24.13","38.15","53.69","1:10.55","1:36.29","3:39.50"
"709","-","38.16","53.71","1:10.57","1:36.32","3:39.58"
"708","24.14","38.18","53.73","1:10.60","1:36.36","3:39.67"
"707","24.15","38.19","53.75","1:10.62","1:36.39","3:39.75"
"706","24.16","38.21","53.77","1:10.65","1:36.43","3:39.84"
"705","24.17","38.22","53.79","1:10.67","1:36.46","3:39.92"
"704","24.18","38.23","53.81","1:10.70","1:36.49","3:40.01"
"703","-","38.25","53.83","1:10.72","1:36.53","3:40.09"
"702","24.19","38.26","53.84","1:10.75","1:36.56","3:40.18"
"701","24.20","38.28","53.86","1:10.77","1:36.59","3:40.26"
"700","24.21","38.29","53.88","1:10.80","1:36.63","3:40.35"
"699","24.22","38.31","53.90","1:10.82","1:36.66","3:40.44"
"698","24.23","38.32","53.92","1:10.85","1:36.70","3:40.52"
"697","24.24","38.33","53.94","1:10.87","1:36.73","3:40.61"
"696","-","38.35","53.96","1:10.90","1:36.76","3:40.69"
"695","24.25","38.36","53.98","1:10.92","1:36.80","3:40.78"
"694","24.26","38.38","54.00","1:10.95","1:36.83","3:40.86"
"693","24.27","38.39","54.02","1:10.97","1:36.87","3:40.95"
"692","24.28","38.40","54.04","1:11.00","1:36.90","3:41.04"
"691","24.29","38.42","54.05","1:11.02","1:36.93","3:41.12"
"690","-","38.43","54.07","1:11.05","1:36.97","3:41.21"
"689","24.30","38.45","54.09","1:11.07","1:37.00","3:41.29"
"688","24.31","38.46","54.11","1:11.10","1:37.04","3:41.38"
"687","24.32","38.47","54.13","1:11.12","1:37.07","3:41.47"
"686","24.33","38.49","54.15","1:11.15","1:37.10","3:41.55"
"685","24.34","38.50","54.17","1:11.18","1:37.14","3:41.64"
"684","24.35","38.52","54.19","1:11.20","1:37.17","3:41.73"
"683","-","38.53","54.21","1:11.23","1:37.21","3:41.81"
"682","24.36","38.55","54.23","1:11.25","1:37.24","3:41.90"
"681","24.37","38.56","54.25","1:11.28","1:37.28","3:41.98"
"680","24.38","38.57","54.27","1:11.30","1:37.31","3:42.07"
"679","24.39","38.59","54.29","1:11.33","1:37.34","3:42.16"
"678","24.40","38.60","54.31","1:11.35","1:37.38","3:42.25"
"677","24.41","38.62","54.33","1:11.38","1:37.41","3:42.33"
"676","-","38.63","54.34","1:11.41","1:37.45","3:42.42"
"675","24.42","38.65","54.36","1:11.43","1:37.48","3:42.51"
"674","24.43","38.66","54.38","1:11.46","1:37.52","3:42.59"
"673","24.44","38.67","54.40","1:11.48","1:37.55","3:42.68"
"672","24.45","38.69","54.42","1:11.51","1:37.59","3:42.77"
"671","24.46","38.70","54.44","1:11.53","1:37.62","3:42.85"
"670","24.47","38.72","54.46","1:11.56","1:37.65","3:42.94"
"669","-","38.73","54.48","1:11.58","1:37.69","3:43.03"
"668","24.48","38.75","54.50","1:11.61","1:37.72","3:43.12"
"667","24.49","38.76","54.52","1:11.64","1:37.76","3:43.20"
"666","24.50","38.78","54.54","1:11.66","1:37.79","3:43.29"
"665","24.51","38.79","54.56","1:11.69","1:37.83","3:43.38"
"664","24.52","38.80","54.58","1:11.71","1:37.86","3:43.47"
"663","24.53","38.82","54.60","1:11.74","1:37.90","3:43.55"
"662","-","38.83","54.62","1:11.77","1:37.93","3:43.64"
"661","24.54","38.85","54.64","1:11.79","1:37.97","3:43.73"
"660","24.55","38.86","54.66","1:11.82","1:38.00","3:43.82"
"659","24.56","38.88","54.68","1:11.84","1:38.04","3:43.91"
"658","24.57","38.89","54.70","1:11.87","1:38.07","3:43.99"
"657","24.58","38.91","54.72","1:11.89","1:38.11","3:44.08"
"656","24.59","38.92","54.74","1:11.92","1:38.14","3:44.17"
"655","-","38.94","54.76","1:11.95","1:38.18","3:44.26"
"654","24.60","38.95","54.78","1:11.97","1:38.21","3:44.35"
"653","24.61","38.96","54.79","1:12.00","1:38.25","3:44.44"
"652","24.62","38.98","54.81","1:12.02","1:38.28","3:44.52"
"651","24.63","38.99","54.83","1:12.05","1:38.32","3:44.61"
"650","24.64","39.01","54.85","1:12.08","1:38.35","3:44.70"
"649","24.65","39.02","54.87","1:12.10","1:38.39","3:44.79"
"648","24.66","39.04","54.89","1:12.13","1:38.42","3:44.88"
"647","-","39.05","54.91","1:12.16","1:38.46","3:44.97"
"646","24.67","39.07","54.93","1:12.18","1:38.49","3:45.06"
"645","24.68","39.08","54.95","1:12.21","1:38.53","3:45.15"
"644","24.69","39.10","54.97","1:12.23","1:38.56","3:45.24"
"643","24.70","39.11","54.99","1:12.26","1:38.60","3:45.32"
"642","24.71","39.13","55.01","1:12.29","1:38.63","3:45.41"
"641","24.72","39.14","55.03","1:12.31","1:38.67","3:45.50"
"640","24.73","39.15","55.05","1:12.34","1:38.70","3:45.59"
"639","24.74","39.17","55.07","1:12.37","1:38.74","3:45.68"
"638","-","39.18","55.09","1:12.39","1:38.77","3:45.77"
"637","24.75","39.20","55.11","1:12.42","1:38.81","3:45.86"
"636","24.76","39.21","55.13","1:12.44","1:38.85","3:45.95"
"635","24.77","39.23","55.15","1:12.47","1:38.88","3:46.04"
"634","24.78","39.24","55.17","1:12.50","1:38.92","3:46.13"
"633","24.79","39.26","55.19","1:12.52","1:38.95","3:46.22"
"632","24.80","39.27","55.21","1:12.55","1:38.99","3:46.31"
"631","24.81","39.29","55.23","1:12.58","1:39.02","3:46.40"
"630","-","39.30","55.25","1:12.60","1:39.06","3:46.49"
"629","24.82","39.32","55.27","1:12.63","1:39.09","3:46.58"
"628","24.83","39.33","55.29","1:12.66","1:39.13","3:46.67"
"627","24.84","39.35","55.31","1:12.68","1:39.17","3:46.76"
"626","24.85","39.36","55.33","1:12.71","1:39.20","3:46.85"
"625","24.86","39.38","55.35","1:12.74","1:39.24","3:46.94"
"624","24.87","39.39","55.37","1:12.76","1:39.27","3:47.03"
"623","24.88","39.41","55.39","1:12.79","1:39.31","3:47.12"
"622","24.89","39.42","55.41","1:12.82","1:39.35","3:47.21"
"621","-","39.44","55.43","1:12.84","1:39.38","3:47.30"
"620","24.90","39.45","55.46","1:12.87","1:39.42","3:47.39"
"619","24.91","39.47","55.48","1:12.90","1:39.45","3:47.49"
"618","24.92","39.48","55.50","1:12.92","1:39.49","3:47.58"
"617","24.93","39.50","55.52","1:12.95","1:39.53","3:47.67"
"616","24.94","39.51","55.54","1:12.98","1:39.56","3:47.76"
"615","24.95","39.53","55.56","1:13.00","1:39.60","3:47.85"
"614","24.96","39.54","55.58","1:13.03","1:39.63","3:47.94"
"613","24.97","39.56","55.60","1:13.06","1:39.67","3:48.03"
"612","24.98","39.57","55.62","1:13.08","1:39.71","3:48.12"
"611","-","39.59","55.64","1:13.11","1:39.74","3:48.21"
"610","24.99","39.60","55.66","1:13.14","1:39.78","3:48.31"
"609","25.00","39.62","55.68","1:13.16","1:39.81","3:48.40"
"608","25.01","39.63","55.70","1:13.19","1:39.85","3:48.49"
"607","25.02","39.65","55.72","1:13.22","1:39.89","3:48.58"
"606","25.03","39.66","55.74","1:13.24","1:39.92","3:48.67"
"605","25.04","39.68","55.76","1:13.27","1:39.96","3:48.76"
"604","25.05","39.69","55.78","1:13.30","1:40.00","3:48.86"
"603","25.06","39.71","55.80","1:13.33","1:40.03","3:48.95"
"602","25.07","39.72","55.82","1:13.35","1:40.07","3:49.04"
"601","25.08","39.74","55.84","1:13.38","1:40.11","3:49.13"
"600","-","39.75","55.86","1:13.41","1:40.14","3:49.23"
"599","25.09","39.77","55.88","1:13.43","1:40.18","3:49.32"
"598","25.10","39.78","55.91","1:13.46","1:40.22","3:49.41"
"597","25.11","39.80","55.93","1:13.49","1:40.25","3:49.50"
"596","25.12","39.81","55.95","1:13.52","1:40.29","3:49.60"
"595","25.13","39.83","55.97","1:13.54","1:40.33","3:49.69"
"594","25.14","39.84","55.99","1:13.57","1:40.36","3:49.78"
"593","25.15","39.86","56.01","1:13.60","1:40.40","3:49.87"
"592","25.16","39.87","56.03","1:13.63","1:40.44","3:49.97"
"591","25.17","39.89","56.05","1:13.65","1:40.47","3:50.06"
"590","25.18","39.91","56.07","1:13.68","1:40.51","3:50.15"
"589","-","39.92","56.09","1:13.71","1:40.55","3:50.25"
"588","25.19","39.94","56.11","1:13.73","1:40.58","3:50.34"
"587","25.20","39.95","56.13","1:13.76","1:40.62","3:50.43"
"586","25.21","39.97","56.15","1:13.79","1:40.66","3:50.53"
"585","25.22","39.98","56.18","1:13.82","1:40.69","3:50.62"
"584","25.23","40.00","56.20","1:13.84","1:40.73","3:50.71"
"583","25.24","40.01","56.22","1:13.87","1:40.77","3:50.81"
"582","25.25","40.03","56.24","1:13.90","1:40.80","3:50.90"
"581","25.26","40.04","56.26","1:13.93","1:40.84","3:50.99"
"580","25.27","40.06","56.28","1:13.96","1:40.88","3:51.09"
"579","25.28","40.07","56.30","1:13.98","1:40.92","3:51.18"
"578","25.29","40.09","56.32","1:14.01","1:40.95","3:51.27"
"577","25.30","40.11","56.34","1:14.04","1:40.99","3:51.37"
"576","-","40.12","56.36","1:14.07","1:41.03","3:51.46"
"575","25.31","40.14","56.38","1:14.09","1:41.07","3:51.56"
"574","25.32","40.15","56.41","1:14.12","1:41.10","3:51.65"
"573","25.33","40.17","56.43","1:14.15","1:41.14","3:51.75"
"572","25.34","40.18","56.45","1:14.18","1:41.18","3:51.84"
"571","25.35","40.20","56.47","1:14.20","1:41.22","3:51.94"
"570","25.36","40.21","56.49","1:14.23","1:41.25","3:52.03"
"569","25.37","40.23","56.51","1:14.26","1:41.29","3:52.12"
"568","25.38","40.25","56.53","1:14.29","1:41.33","3:52.22"
"567","25.39","40.26","56.55","1:14.32","1:41.37","3:52.31"
"566","25.40","40.28","56.57","1:14.34","1:41.40","3:52.41"
"565","25.41","40.29","56.60","1:14.37","1:41.44","3:52.50"
"564","25.42","40.31","56.62","1:14.40","1:41.48","3:52.60"
"563","25.43","40.32","56.64","1:14.43","1:41.52","3:52.69"
"562","25.44","40.34","56.66","1:14.46","1:41.55","3:52.79"
"561","-","40.36","56.68","1:14.48","1:41.59","3:52.89"
"560","25.45","40.37","56.70","1:14.51","1:41.63","3:52.98"
"559","25.46","40.39","56.72","1:14.54","1:41.67","3:53.08"
"558","25.47","40.40","56.75","1:14.57","1:41.70","3:53.17"
"557","25.48","40.42","56.77","1:14.60","1:41.74","3:53.27"
"556","25.49","40.43","56.79","1:14.63","1:41.78","3:53.36"
"555","25.50","40.45","56.81","1:14.65","1:41.82","3:53.46"
"554","25.51","40.47","56.83","1:14.68","1:41.86","3:53.56"
"553","25.52","40.48","56.85","1:14.71","1:41.89","3:53.65"
"552","25.53","40.50","56.87","1:14.74","1:41.93","3:53.75"
"551","25.54","40.51","56.90","1:14.77","1:41.97","3:53.84"
"550","25.55","40.53","56.92","1:14.79","1:42.01","3:53.94"
"549","25.56","40.55","56.94","1:14.82","1:42.05","3:54.04"
"548","25.57","40.56","56.96","1:14.85","1:42.09","3:54.13"
"547","25.58","40.58","56.98","1:14.88","1:42.12","3:54.23"
"546","25.59","40.59","57.00","1:14.91","1:42.16","3:54.33"
"545","25.60","40.61","57.02","1:14.94","1:42.20","3:54.42"
"544","25.61","40.62","57.05","1:14.97","1:42.24","3:54.52"
"543","25.62","40.64","57.07","1:14.99","1:42.28","3:54.62"
"542","-","40.66","57.09","1:15.02","1:42.32","3:54.72"
"541","25.63","40.67","57.11","1:15.05","1:42.35","3:54.81"
"540","25.64","40.69","57.13","1:15.08","1:42.39","3:54.91"
"539","25.65","40.70","57.15","1:15.11","1:42.43","3:55.01"
"538","25.66","40.72","57.18","1:15.14","1:42.47","3:55.10"
"537","25.67","40.74","57.20","1:15.17","1:42.51","3:55.20"
"536","25.68","40.75","57.22","1:15.19","1:42.55","3:55.30"
"535","25.69","40.77","57.24","1:15.22","1:42.59","3:55.40"
"534","25.70","40.79","57.26","1:15.25","1:42.62","3:55.50"
"533","25.71","40.80","57.29","1:15.28","1:42.66","3:55.59"
"532","25.72","40.82","57.31","1:15.31","1:42.70","3:55.69"
"531","25.73","40.83","57.33","1:15.34","1:42.74","3:55.79"
"530","25.74","40.85","57.35","1:15.37","1:42.78","3:55.89"
"529","25.75","40.87","57.37","1:15.40","1:42.82","3:55.99"
"528","25.76","40.88","57.40","1:15.43","1:42.86","3:56.08"
"527","25.77","40.90","57.42","1:15.45","1:42.90","3:56.18"
"526","25.78","40.91","57.44","1:15.48","1:42.94","3:56.28"
"525","25.79","40.93","57.46","1:15.51","1:42.97","3:56.38"
